"PatternId_decimal",description,"killchain_stage",name,objective,"pattern_updated",scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
407,"A process was executed backed by an image file that has been manipulated. This technique is used by the Process Herpaderping method of detection avoidance, and results in inaccurate file-based analysis. Review the process tree.",Unknown,ProcessExecutedWithManipulatedImageFileHigh,"Keep Access","1625611213.0","suspicious_activity","Suspicious activity",70,True,"Defense Evasion","Process Injection"
408,"A process was executed backed by an image file that may been locked. This technique is used by the Process Herpaderping method of detection avoidance, and may result in inaccurate file-based analysis. Review the process tree.",Unknown,ProcessExecutedWithLockedImageFileLow,"Keep Access","1625611213.0","suspicious_activity","Suspicious activity",70,False,"Defense Evasion","Process Injection"
409,"A process was executed backed by an image file that was locked. This technique is used by the Process Herpaderping method of detection avoidance, and results in inaccurate file-based analysis. Review the process tree.",Unknown,ProcessExecutedWithLockedImageFileHigh,"Keep Access","1625611213.0","suspicious_activity","Suspicious activity",70,False,"Defense Evasion","Process Injection"
410,"Detected the deletion of all volume shadow copies (backups) for a particular drive. This may be indicative of ransomware.",Unknown,,"Follow Through","1678263617.0",ransomware,ransomware,90,False,Impact,"Inhibit System Recovery"
412,"Directory Services changes were replicated. If the source host is not a Domain Controller, this could represent a malicious attempt to dump credentials. Review the source host and user.",Unknown,DCSyncAttempted,"Gain Access","1623770292.0","suspicious_activity","Suspicious activity",20,False,"Credential Access","OS Credential Dumping"
411,"A client is attempting to connect to a server as a machine account without secure RPC. This is indicative of a probe or exploitation attempt of CVE-2020-1472 (Zerologon).",Unknown,ZerologonExploitAttempt,"Gain Access","1679941520.0","suspicious_activity","Suspicious activity",50,False,"Privilege Escalation","Exploitation for Privilege Escalation"
413,"A remote IP address made numerous failed logon attempts to the host and might be indicative of a brute force attack. Verify if authentication attempts from this source are expected. Please consider blocking inbound connections from untrusted public IPs using Falcon firewall for management ports such as 3389, 445, 22, 5985, 5986, and 135.",Unknown,,"Gain Access","1679941520.0","suspicious_activity","Suspicious activity",10,False,"Credential Access","Brute Force"
414,"A public IP successfully brute forced an account on this system. Successful brute force attacks often lead to ransomware infections. To prevent further malicious activity by this account, reset the account's password. This alert will generate no more than once per 24 hours per unique IP, username, and domain combination.",Unknown,,"Gain Access","1623770292.0","suspicious_activity","Suspicious activity",90,False,"Credential Access","Brute Force"
415,"A process was the target of a remote windows hook. Review the process tree.",Unknown,RemotePivotSetHook,"Keep Access","1678263617.0","suspicious_activity","Suspicious activity",20,False,"Defense Evasion","Process Injection"
416,"A process is sending a crafted IOCTL to the CNG.sys driver that would, on an unpatched-system, exploit the CVE-2020-17087 vulnerability.",Unknown,,"Gain Access","1679941521.0","suspicious_activity","Suspicious activity",30,False,"Privilege Escalation","Exploitation for Privilege Escalation"
417,"An IIS process wrote a script file. This could be related to webshell activity. Review the file and process tree.",Unknown,,"Keep Access","1678263617.0","suspicious_activity","Suspicious activity",60,False,Persistence,"Web Shell"
418,"CONTROL BEHAVIOR: Used to disable payload classification by allowlisting.",Unknown,,"N/A","1678263617.0","internal_control","Internal control",10,False,,
419,"CONTROL BEHAVIOR: Don't block memory APIs.",Unknown,,"N/A","1678263617.0","internal_control","Internal control",10,False,,
420,"CONTROL BEHAVIOR: Don't block any execution APIs.",Unknown,,"N/A","1678263617.0","internal_control","Internal control",10,False,,
421,"CONTROL BEHAVIOR: Don't block any dev ioctl APIs.",Unknown,,"N/A","1678263618.0","internal_control","Internal control",10,False,,
422,"CONTROL BEHAVIOR: Don't block any mapping APIs.",Unknown,,"N/A","1678263618.0","internal_control","Internal control",10,False,,
423,"CONTROL BEHAVIOR: Don't block win32k font APIs.",Unknown,,"N/A","1678263618.0","internal_control","Internal control",10,False,,
424,"CONTROL BEHAVIOR: Don't block win32k windows APIs.",Unknown,,"N/A","1678263618.0","internal_control","Internal control",10,False,,
425,"CONTROL BEHAVIOR: Don't block any APIs.",Unknown,,"N/A","1678263618.0","internal_control","Internal control",10,False,,
426,"An IIS process wrote a PE file. This could be related to webshell activity. Review the file and process tree.",Unknown,,"Keep Access","1678263618.0","suspicious_activity","Suspicious activity",60,False,Persistence,"Web Shell"
428,"An Oracle WebLogic process wrote a script file. This could be related to webshell activity. Review the file and process tree.",Unknown,,"Keep Access","1678263618.0","suspicious_activity","Suspicious activity",60,False,Persistence,"Web Shell"
429,"An Oracle WebLogic process wrote a PE file. This could be related to webshell activity. Review the file and process tree.",Unknown,,"Keep Access","1678263618.0","suspicious_activity","Suspicious activity",60,False,Persistence,"Web Shell"
427,"Detected the deletion of volume shadow copy backups often indicative of ransomware activity.",Unknown,,"Follow Through","1678263618.0",ransomware,ransomware,70,False,Impact,"Inhibit System Recovery"
430,"This process modified the execution of a thread in a remote process, a common Process Migration technique. Review the process tree.",Unknown,RemotePivotPotentialRop,"Keep Access","1623770292.0","suspicious_activity","Suspicious activity",20,False,"Defense Evasion","Process Injection"
431,"An Apache Tomcat process wrote a script file. This could be related to webshell activity. Review the file and process tree.",Unknown,,"Keep Access","1678263618.0","suspicious_activity","Suspicious activity",60,False,Persistence,"Web Shell"
432,"An Apache Tomcat process wrote a PE file. This could be related to webshell activity. Review the file and process tree.",Unknown,,"Keep Access","1678263618.0","suspicious_activity","Suspicious activity",60,False,Persistence,"Web Shell"
433,"An Apache httpd process wrote a script file. This could be related to webshell activity. Review the file and process tree.",Unknown,,"Keep Access","1678263619.0","suspicious_activity","Suspicious activity",60,False,Persistence,"Web Shell"
434,"An Apache httpd process wrote a PE file. This could be related to webshell activity. Review the file and process tree.",Unknown,,"Keep Access","1678263619.0","suspicious_activity","Suspicious activity",60,False,Persistence,"Web Shell"
435,"This process queued an APC in a remote thread likely pointing to mapped code. Review the process tree.",Unknown,RemotePivotAPCQueue,"Keep Access","1623770292.0","suspicious_activity","Suspicious activity",20,False,"Defense Evasion","Process Injection"
436,"This process queued an APC in a remote thread that pointed to GetGlobalAtomName. This is potentially Atom Bombing. Review the process tree.",Unknown,RemotePivotAtomBomb,"Keep Access","1623770292.0","suspicious_activity","Suspicious activity",70,True,"Defense Evasion","Process Injection"
437,"This process modified the primary image in the LSASS process, a common technique for credential theft. Review the process tree.","Lateral motion",LsassImagePatched,"Gain Access","1625611214.0","credential_theft","Credential theft",70,True,"Credential Access","OS Credential Dumping"
438,"A process has modified primary image in a remote process","Lateral motion",RemoteImagePatched,"Gain Access","1623770292.0","credential_theft","Credential theft",70,False,"Credential Access","Credential API Hooking"
439,"This process created an injected thread with suspicious characteristics in another process, a common Process Migration technique. Review the process tree.",Unknown,RemotePivotInjectionSuspicious,"Keep Access","1623770292.0","suspicious_activity","Suspicious activity",80,False,"Defense Evasion","Process Injection"
440,"This process created an injected thread to load a library in another process, a common Process Migration technique. Review the process tree.",Unknown,RemotePivotLoadLibrary,"Keep Access","1623770292.0","suspicious_activity","Suspicious activity",20,False,"Defense Evasion","Process Injection"
441,"This process created an injected thread in another process, a common Process Migration technique. Review the process tree.",Unknown,RemotePivotMasquerade,"Keep Access","1623770292.0","suspicious_activity","Suspicious activity",60,False,"Defense Evasion","Process Injection"
442,"This process injected into lsass, a common credential theft technique. Review the process tree.",Unknown,LsassProcessInjection,"Gain Access","1623770292.0","suspicious_activity","Suspicious activity",60,False,"Credential Access","OS Credential Dumping"
443,"This process injected into lsass, a common credential theft technique. Review the process tree",Unknown,LsassProcessInjectionPowershell,"Gain Access","1679941521.0","suspicious_activity","Suspicious activity",60,False,"Credential Access","OS Credential Dumping"
445,"A process was the target of a remote SetWindowLong. Review the process tree.",Unknown,RemotePivotSetWindowLong,"Keep Access","1623770292.0","suspicious_activity","Suspicious activity",20,False,"Defense Evasion","Process Injection"
444,"CONTROL BEHAVIOR: Used to disable clouding of InjectedThread by allowlisting",Unknown,,"N/A","1678263619.0","internal_control","Internal control",10,False,,
446,"A process was the target of a remote SetProp. Review the process tree.",Unknown,RemotePivotSetProp,"Keep Access","1623770292.0","suspicious_activity","Suspicious activity",20,False,"Defense Evasion","Process Injection"
447,"This process created an injected thread in another process, a common Process Migration technique. Review the process tree.",Unknown,RemotePivotMasqueradeNoRegisters,"Keep Access","1623770292.0","suspicious_activity","Suspicious activity",60,False,"Defense Evasion","Process Injection"
448,"A process executed a file written by SMB. Adversaries can use lateral movement to execute malicious files from remote systems. Review the file and process tree.",Unknown,GenericExecOnSMBFile,Explore,"1623770292.0","suspicious_activity","Suspicious activity",10,False,"Lateral Movement","SMB/Windows Admin Shares"
451,"A sequence of resource creations occurred which could indicate preparing the DWM process for exploitation (CVE-2021-28310).",Unknown,Cve202128310DwmComposition,"Gain Access","1639768102.0","suspicious_activity","Suspicious activity",40,False,"Privilege Escalation","Exploitation for Privilege Escalation"
449,"This process created and injected code into another process, a common Process Migration technique. Review the process tree.",Unknown,,"N/A","1678263619.0","suspicious_activity","Suspicious activity",20,False,,
452,"CONTROL BEHAVIOR: Inject umppc.dll, don't hook named objects APIs e.g. NtCreateMutant",Unknown,,"N/A","1678263619.0","internal_control","Internal control",10,False,,
453,"CONTROL BEHAVIOR: Don't block named objects APIs e.g. NtCreateMutant.",Unknown,,"N/A","1678263619.0","internal_control","Internal control",10,False,,
454,"A process performed a sequence of operations which could indicate an attempt to exploit CVE-2021-31956",Unknown,Cve202131956NtfsQueryEa,"Gain Access","1679941521.0","suspicious_activity","Suspicious activity",50,False,"Privilege Escalation","Exploitation for Privilege Escalation"
456,"A user mode thread's execution has been traced and analyzed and was found to contain suspicious activity. Review the process tree.",Unknown,,"Gain Access","1679941521.0","suspicious_activity","Suspicious activity",50,False,"Privilege Escalation","Exploitation for Privilege Escalation"
455,"A process performed a sequence of operations which could indicate an attempt to exploit CVE-2021-33739",Unknown,Cve202133739DwmComposition,"Gain Access","1679941521.0","suspicious_activity","Suspicious activity",50,False,"Privilege Escalation","Exploitation for Privilege Escalation"
457,"A process attempted to hide a Volume Shadow Snapshot.",Unknown,VolumeShadowSnapshotHidden,"Follow Through","1635967363.0",ransomware,ransomware,50,True,Impact,"Inhibit System Recovery"
458,"A process attempted to delete a Volume Shadow Snapshot.",Unknown,VolumeShadowSnapshotDeleted,"Follow Through","1635967363.0",ransomware,ransomware,50,True,Impact,"Inhibit System Recovery"
459,"A process appears to have performed a system call by bypassing UMPPC hooks.",Unknown,UmppcBypassSuspected,"Keep Access","1627497613.0","suspicious_activity","Suspicious activity",90,False,"Defense Evasion","Impair Defenses"
460,"Service Control Manager executed a process which loaded a DLL written via SMB. Adversaries can use lateral movement to execute malicious files from remote systems. Review the file and process tree.",Unknown,ServiceExecSMBDLL,Explore,"1634228113.0","attacker_methodology","Attacker Methodology",40,False,"Lateral Movement","SMB/Windows Admin Shares"
461,"WMI executed a process which loaded a DLL written via SMB. Adversaries can use lateral movement to execute malicious files from remote systems. Review the file and process tree.",Unknown,WMIExecSMBDLL,Explore,"1634228113.0","attacker_methodology","Attacker Methodology",40,False,"Lateral Movement","SMB/Windows Admin Shares"
462,"A scheduled task executed a process which loaded a DLL written via SMB. Adversaries can use lateral movement to execute malicious files from remote systems. Review the file and process tree.",Unknown,SchTaskExecSMBDLL,Explore,"1634228113.0","attacker_methodology","Attacker Methodology",40,False,"Lateral Movement","SMB/Windows Admin Shares"
463,"A process with a primary image not written via SMB loaded a DLL that was written via SMB. Adversaries can use lateral movement to execute malicious files from remote systems. Review the file and process tree.",Unknown,GenericExecSMBDLL,Explore,"1634228113.0","attacker_methodology","Attacker Methodology",40,False,"Lateral Movement","SMB/Windows Admin Shares"
464,"Files were modified over SMB in a pattern indicative of ransomware. Review user activity and files.",Unknown,RansomwareFilesModifiedOverSMB,"Follow Through","1634228412.0",ransomware,ransomware,80,False,Impact,"Data Encrypted for Impact"
465,"Files were renamed over SMB in a pattern indicative of ransomware. Review user activity and files.",Unknown,RansomwareFilesRenamedOverSMB,"Follow Through","1634228713.0",ransomware,ransomware,80,False,Impact,"Data Encrypted for Impact"
467,"A PE file was written from a CLI and executed within an RDP session. Attackers may use RDP as a means of lateral movement. Review the process tree.",Unknown,CLIDropAndExecRDPFile,Explore,"1634228713.0","suspicious_activity","Suspicious activity",10,False,"Lateral Movement","Remote Desktop Protocol"
466,"A PE file was written and executed within an RDP session. Attackers may use RDP as a means of lateral movement. Review the process tree.",Unknown,DropAndExecRDPFile,Explore,"1634229014.0","suspicious_activity","Suspicious activity",10,False,"Lateral Movement","Remote Desktop Protocol"
468,"Wmi executed a script written by SMB. Adversaries can use lateral movement to execute malicious files from remote systems. Review the file and process tree.",Unknown,WmiScriptExecOnSMBFile,Explore,"1634229015.0","suspicious_activity","Suspicious activity",10,False,"Lateral Movement","SMB/Windows Admin Shares"
469,"A scheduled task executed a script written by SMB. Adversaries can use lateral movement to execute malicious files from remote systems. Review the file and process tree.",Unknown,SchTaskScriptExecOnSMBFile,Explore,"1679941521.0","suspicious_activity","Suspicious activity",10,False,"Lateral Movement","SMB/Windows Admin Shares"
470,"A script executed that was written by SMB. Adversaries can use lateral movement to execute malicious files from remote systems. Review the file and process tree.",Unknown,GenericScriptExecOnSMBFile,Explore,"1634229312.0","suspicious_activity","Suspicious activity",10,False,"Lateral Movement","SMB/Windows Admin Shares"
471,"A signed module was loaded, but the signature was not able to be validated. An improperly signed module may indicate malware/PUP activity. Review the process tree.",Unknown,"Invalid Signature Module Load","Keep Access","1675788324.0","suspicious_activity","Suspicious activity",50,False,"Defense Evasion","Subvert Trust Controls"
472,"A process attempted to resize volume snapshot storage through a direct DeviceIoControl call.",Unknown,VolumeShadowSnapshotResizedDirectIO,"Follow Through","1638308116.0",ransomware,ransomware,90,True,Impact,"Inhibit System Recovery"
473,"A process attempted to resize maximum volume snapshot storage to a destructive size.",Unknown,VolumeShadowSnapshotResizedInvalidRange,"Follow Through","1638308415.0",ransomware,ransomware,90,True,Impact,"Inhibit System Recovery"
474,"A process made a suspiciously high volume of outbound network requests. Adversaries may use port scanning techniques to enumerate hosts or services. Review the process tree to assure these requests were expected.",Unknown,,"N/A","1631896214.0","attacker_methodology","Attacker Methodology",50,False,,
475,"Files on the root of a drive were renamed over SMB in a pattern indicative of ransomware. Review user activity and files.",Unknown,RansomwareFilesRenamedOverSMBRoot,"Follow Through","1664901917.0",ransomware,ransomware,90,False,Impact,"Data Encrypted for Impact"
476,"Files on the root of a drive were modified over SMB in a pattern indicative of ransomware. Review user activity and files.",Unknown,RansomwareFilesModifiedOverSMBRoot,"Follow Through","1679941521.0",ransomware,ransomware,90,False,Impact,"Data Encrypted for Impact"
478,"CONTROL BEHAVIOR: Exclude all file writes by a process from all detections and preventions that would otherwise be blocked in hash based prevention policy using the writing process image file name.",Unknown,,"N/A","1635899114.0","internal_control","Internal control",10,False,,
477,"CONTROL BEHAVIOR: Exclude TargetFileName from all detections and preventions of files on write that would otherwise be blocked by hash based prevention policy.",Unknown,,"N/A","1635899114.0","internal_control","Internal control",10,False,,
479,"CONTROL BEHAVIOR: Disable VirtualProtect (Executable) ETW logging",Unknown,,"N/A","1641468316.0","internal_control","Internal control",10,False,,
480,"Malicious artifacts were identified in memory",Unknown,MaliciousDataFoundInMemoryScan,"Falcon Detection Method","1670437034.0","suspicious_activity","Suspicious activity",100,True,"Post-Exploit","Malicious Tool Execution"
481,"Credential-related registry keys were accessed using an impersonation token, this could be indicative of credential theft. Review the associated process and user that accessed them.","Lateral motion",,"Gain Access","1664898316.0","credential_theft","Credential theft",70,False,"Credential Access","OS Credential Dumping"
482,"An attempt to exploit a vulnerable IOCTL (BIND) in AFD driver (CVE-2022-24507) was detected.",Unknown,,"N/A","1647887415.0","suspicious_activity","Suspicious activity",30,False,,
483,"CONTROL BEHAVIOR: Exclude file writes by a process from lowest Sensor ML detections and preventions that would otherwise be blocked in hash based prevention policy using the writing process image file name.",Unknown,,"N/A","1647541817.0","internal_control","Internal control",10,False,,
484,"CONTROL BEHAVIOR: Exclude file writes by a process from low Sensor ML detections and preventions that would otherwise be blocked in hash based prevention policy using the writing process image file name.",Unknown,,"N/A","1647541817.0","internal_control","Internal control",10,False,,
485,"CONTROL BEHAVIOR: Exclude file writes by a process from medium Sensor ML detections and preventions that would otherwise be blocked in hash based prevention policy using the writing process image file name.",Unknown,,"N/A","1647541817.0","internal_control","Internal control",10,False,,
487,"CONTROL BEHAVIOR: Exclude file writes by a process from high Sensor ML detections and preventions that would otherwise be blocked in hash based prevention policy using the writing process image file name.",Unknown,,"N/A","1647541817.0","internal_control","Internal control",10,False,,
488,"Credential-related registry keys were accessed, this could be indicative of credential theft. Review the associated process and user that accessed them.","Lateral motion",,"Gain Access","1664898316.0","credential_theft","Credential theft",40,False,"Credential Access","OS Credential Dumping"
489,"A process attempted to overwrite the Master Boot Record.",Unknown,,"Follow Through","1671662117.0",ransomware,ransomware,80,False,Impact,"Disk Structure Wipe"
490,"CONTROL BEHAVIOR: Disable DNS request processing.",Unknown,,"N/A","1656008715.0","internal_control","Internal control",10,False,,
491,"A process registered a raw input device, which is sometimes used for keylogging. Review the process tree.",Unknown,RawInputDeviceKeylogger,"Follow Through","1664902214.0","suspicious_activity","Suspicious activity",20,False,Collection,"Input Capture"
492,"A process registered a raw input device in a suspicious manner, which is sometimes used for keylogging. Review the process tree",Unknown,RawInputDeviceKeyloggerSuspicious,"Follow Through","1664902214.0","suspicious_activity","Suspicious activity",40,False,Collection,"Input Capture"
493,"A DLL was loaded from a mounted ISO/IMG file into a process not from a mounted ISO/IMG file. Adversaries do this to avoid file scanning/filtering. Review user activity and files.",Unknown,,"N/A","1663266917.0","attacker_methodology","Attacker Methodology",30,False,,
494,"A process monitored keystrokes using the SetWindowsHook API in a suspicious manner. Adversaries often use this to intercept passwords and other sensitive information. Review the process tree.",Unknown,SetWindowsHookKeyloggingSuspicious,"Gain Access","1664902214.0","suspicious_activity","Suspicious activity",50,False,"Credential Access","Input Capture"
495,"A process monitored keystrokes using the SetWindowsHook API. Adversaries often use this to intercept passwords and other sensitive information. Review the process tree.",Unknown,SetWindowsHookKeylogging,"Gain Access","1664902215.0","suspicious_activity","Suspicious activity",30,False,"Credential Access","Input Capture"
496,"A process monitored keystrokes using the SetWindowsHook API. Adversaries often use this to intercept passwords and other sensitive information. Review the process tree.",Unknown,SetWindowsHookKeyloggingInformational,"Gain Access","1664902215.0","suspicious_activity","Suspicious activity",10,False,"Credential Access","Input Capture"
497,"CONTROL BEHAVIOR: stop dispatches to the named pipe template for a particular CLI/IFN.",Unknown,,"N/A","1665600019.0","internal_control","Internal control",10,False,,
499,"A short sequence of failed remote logons was observed.",Unknown,,"N/A","1678732514.0","authentication_bypass","Authentication Bypass",20,False,,
500,"A behavior under FireFox is indicative of an XPCOM shell",Unknown,XPCOMShell,"Follow Through","1597969722.0","suspicious_activity","Suspicious activity",70,True,Execution,"Exploitation for Client Execution"
501,"Productivity app wrote an executable to the filesystem",Exploitation,SpearPhishExecutableWriteMac,"Gain Access","1679941521.0","malicious_document","Malicious document",30,False,"Initial Access","Spearphishing Attachment"
502,"A process wrote persistence and added an authorized SSH key",Unknown,AsepWriteAndModifiedAuthorizedKeys,Explore,"1623770292.0","suspicious_activity","Suspicious activity",70,True,"Lateral Movement","Remote Services"
504,"A productivity app or one of its children modified a persistence setting.",Exploitation,ProductivityAppAsepWriteMac,"Keep Access","1658773212.0","malicious_document","Malicious document",40,True,Persistence,"Launch Daemon"
503,"Productivity app in its own parent chain",Exploitation,ProductivityAppParentChainMac,"Follow Through","1658773212.0","malicious_document","Malicious document",50,True,Execution,"Exploitation for Client Execution"
505,"Command prompt in process subtree beneath a productivity application",Exploitation,ProductivityAppCmdSubtreeMac,"Follow Through","1658773212.0","malicious_document","Malicious document",30,False,Execution,"Command and Scripting Interpreter"
506,"Browser renderer process wrote an executable to the filesystem",Exploitation,BrowserExecutableWriteMac,"Follow Through","1658773212.0","drive_by_download","Web exploit",50,False,Execution,"Exploitation for Client Execution"
507,"A process opened two libraries with the same name from separate locations",Unknown,DylibHijacking,"Gain Access","1623770293.0","suspicious_activity","Suspicious activity",10,False,"Privilege Escalation","Dylib Hijacking"
508,"Browser renderer process or one of its children modified a Mac persistence setting",Exploitation,BrowserAsepWrite,"Follow Through","1658773212.0","drive_by_download","Web exploit",50,False,Execution,"Exploitation for Client Execution"
509,"Executable beneath a browser renderer process",Exploitation,BrowserSpawnedChild,"Follow Through","1658773212.0","drive_by_download","Web exploit",50,False,Execution,"Exploitation for Client Execution"
511,"A process wrote an executable with trailing white space in the filename",Unknown,ExecutableWithTrailingWhiteSpaceWritten,"Keep Access","1623770293.0","suspicious_activity","Suspicious activity",20,False,"Defense Evasion","Space after Filename"
510,"An executable with trailing white space was executed",Unknown,ExecutableTrailingWhitespace,"Keep Access","1623770293.0","suspicious_activity","Suspicious activity",20,True,"Defense Evasion","Space after Filename"
512,"Process injection into securityd with file access to keychain or dslocal files","Lateral motion",ProcessInjectionSecurityd,"Gain Access","1658773212.0","credential_theft","Credential theft",70,True,"Credential Access","Securityd Memory"
514,"A process wrote a file to /tmp and wrote an ASEP",Unknown,TmpFileAndAsepWritten,"Keep Access","1623770293.0","suspicious_activity","Suspicious activity",50,False,Persistence,"Startup Items"
515,"A process in /tmp wrote an ASEP",Unknown,TmpFileAsepWrite,"Keep Access","1623770293.0","suspicious_activity","Suspicious activity",50,True,Persistence,"Startup Items"
517,"Command prompt in subtree beneath a browser process",Exploitation,BrowserCmdSubtree,"Gain Access","1658773212.0","drive_by_download","Web exploit",10,False,"Initial Access","Drive-by Compromise"
519,DEPRECATED,Unknown,,"N/A","1678263620.0","suspicious_activity","Suspicious activity",1,False,,
520,"A process displayed a document to the user while modifying an ASEP in the background.",Unknown,DecoyDocAsepWrite,"Gain Access","1623770293.0","suspicious_activity","Suspicious activity",70,True,"Initial Access","Spearphishing Attachment"
521,"Decryption of iCloud authorization files was performed in a suspicious manner.","Lateral motion",MMETokenDecrypt,"Gain Access","1623770293.0","credential_theft","Credential theft",70,True,"Credential Access","Credentials In Files"
513,"A number of behaviors occurred indicative of the Empyre Backdoor tool",Unknown,EmpyreBackdoor,"Follow Through","1623770293.0","suspicious_activity","Suspicious activity",70,True,Execution,"Command and Scripting Interpreter"
516,"A process in /tmp made a network connection and wrote an executable",Unknown,TmpFileNetConnAndExeWrite,"Follow Through","1623770293.0","suspicious_activity","Suspicious activity",50,False,Execution,"Command and Scripting Interpreter"
518,"A process displayed a document to the user while writing and executing a binary in the background.",Unknown,DecoyDocWriteAndExecute,"Gain Access","1623770293.0","suspicious_activity","Suspicious activity",70,True,"Initial Access","Spearphishing Attachment"
524,"A process is behaving similar to the Java Meterpreter backdoor",Unknown,JavaMeterpreterMac,"Falcon Detection Method","1623770294.0","known_malware","Known malware",70,True,"Post-Exploit","Malicious Tool Execution"
523,"A process attempted to disable an important logging service",Unknown,LogTamperingMac,"Follow Through","1623770293.0","suspicious_activity","Suspicious activity",50,False,Impact,"Service Stop"
525,"A shell is behaving in a manner highly similar to a known Metasploit payload.",Unknown,MetasploitRemoteShellMac,"Follow Through","1623770294.0","suspicious_activity","Suspicious activity",70,True,Execution,"Command and Scripting Interpreter"
528,"A process manually started the sudo password timer",Installation,SudoPasswordTimerBypass,"Gain Access","1597969724.0","privilege_escalation","Privilege escalation",50,True,"Privilege Escalation","Exploitation for Privilege Escalation"
527,"An unexpected process loaded a KEXT",Unknown,UnexpectedKEXTLoad,"Keep Access","1623770294.0","suspicious_activity","Suspicious activity",70,True,"Defense Evasion",Rootkit
526,"rootless-init was executed unconventionally",Unknown,SystemIntegrityTampering,"Follow Through","1623770294.0","suspicious_activity","Suspicious activity",50,False,Execution,"Service Execution"
529,"A process is behaving similar to the Python Meterpreter backdoor",Unknown,PythonMeterpreterMac,"Follow Through","1623770294.0","suspicious_activity","Suspicious activity",30,False,Execution,"Command and Scripting Interpreter"
522,"The execution of an XPCOM Shell was blocked",ResponseActions,XPComShellBlocked,"Follow Through","1678263621.0","activity_prevented","A malicious activity was prevented",70,True,Execution,"Exploitation for Client Execution"
532,"A process tampered with Falcon Host's directory content",Unknown,FalconSensorDirectoryTamperingMac,"Keep Access","1623770294.0","suspicious_activity","Suspicious activity",50,False,"Defense Evasion","Disable or Modify Tools"
530,"A process modified an important PAM configuration file",Installation,PamConfigurationModified,"Gain Access","1623770294.0","privilege_escalation","Privilege escalation",50,True,"Privilege Escalation","Valid Accounts"
531,"An unsigned process modified a PAM configuration file",Installation,PamConfigurationModifiedUnsigned,"Gain Access","1623770294.0","privilege_escalation","Privilege escalation",50,False,"Privilege Escalation","Valid Accounts"
533,"A process tampered with the Falcon Host launch daemon",Unknown,FalconSensorLaunchDaemonTampering,"Keep Access","1623770294.0","suspicious_activity","Suspicious activity",70,True,"Defense Evasion","Disable or Modify Tools"
534,"A process unloaded a critical sensor component",Unknown,FalconSensorUnloadTamperingMac,"Keep Access","1623770294.0","suspicious_activity","Suspicious activity",50,False,"Defense Evasion","Disable or Modify Tools"
535,"An attempt to kill the falcon host process occured",Unknown,FalconSensorProcessTampering,"Keep Access","1623770294.0","suspicious_activity","Suspicious activity",70,True,"Defense Evasion","Disable or Modify Tools"
536,"The networksetup tool applied the localhost as a proxy, which is often indicative of a remote man in the middle attack",Unknown,AutoProxyUrlSetToLocalhost,"Contact Controlled Systems","1623770294.0","suspicious_activity","Suspicious activity",50,True,"Command and Control",Proxy
537,"A pty has spawned within a process tree that escalated privileges",Installation,PtyUnderSetuidTree,"Follow Through","1623770294.0","privilege_escalation","Privilege escalation",50,False,Execution,"Command and Scripting Interpreter"
538,"DEPRECATED - A network listening process spawned a pty and a shell",Unknown,,"Follow Through","1678263320.0","suspicious_activity","Suspicious activity",50,False,Execution,"Command and Scripting Interpreter"
539,"Interactive shell in process subtree beneath a productivity application",Exploitation,ProductivityAppShellSubtree,"Follow Through","1623770294.0","malicious_document","Malicious document",50,False,Execution,"Command and Scripting Interpreter"
540,"A network capable process exec'ed a shell",Unknown,RemoteShellExecMac,"Follow Through","1623770294.0","suspicious_activity","Suspicious activity",50,False,Execution,"Command and Scripting Interpreter"
541,"A pty spawned under a web browser",Unknown,PtyUnderWebBrowser,"Follow Through","1597969725.0","suspicious_activity","Suspicious activity",50,False,Execution,"Exploitation for Client Execution"
542,"A suspicious process wrote a file using a common ransomware extension",Unknown,RansomwareEncryptingFileMac,"Follow Through","1597969725.0",ransomware,ransomware,1,False,Impact,"Data Encrypted for Impact"
543,"An ASEP was modified in the background using a terminal based editor",Unknown,AsepManualModification,"Keep Access","1623770294.0","suspicious_activity","Suspicious activity",50,False,Persistence,"Windows Service"
544,"System call made by a browser via shellcode or ROP",Exploitation,DriveBySuspiciousSyscallMac,"Follow Through","1658773213.0","drive_by_download","Web exploit",50,False,Execution,"Exploitation for Client Execution"
545,"An image was loaded by a browser from an unusual location",Exploitation,DriveByAnomalousImageLoadMac,"Follow Through","1658773213.0","drive_by_download","Web exploit",50,False,Execution,"Exploitation for Client Execution"
546,"A process deleted a system backup. Adversaries often remove backups to prevent recovery from ransomware attacks. Review the process tree.",Unknown,VolumeShadowCopyDeletion,"Follow Through","1679941521.0",ransomware,ransomware,90,True,Impact,"Inhibit System Recovery"
547,"Terminated a process related to the deletion of backups, which is often indicative of ransomware activity.",ResponseActions,VolumeShadowCopyDeletionTerminated,"Follow Through","1678263320.0","process_terminated","A process was terminated in response to malicious behavior",70,True,Impact,"Inhibit System Recovery"
548,"Blocked an attempt to delete backups, which is often indicative of ransomware activity.",ResponseActions,VolumeShadowCopyDeletionBlocked,"Follow Through","1678263320.0","activity_prevented","A malicious activity was prevented",70,True,Impact,"Inhibit System Recovery"
550,"An attempt to dump a user's hashed password was terminated",ResponseActions,HashCollectorTerminated,"Gain Access","1678263320.0","activity_prevented","A malicious activity was prevented",70,True,"Credential Access","Credentials In Files"
